Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2018-05-13T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-05-13T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-05-12T00:00:00Z,Credit Card,Food,Dinner,Domino's Pizza,437.0,Expense,INR
2018-05-12T00:00:00Z,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-05-12T00:00:00Z,Cash,Food,snacks,4 kachori,48.0,Expense,INR
2018-05-12T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-11T00:00:00Z,Cash,Food,Rajgira ladu,1 packet,20.0,Expense,INR
2018-05-10T00:00:00Z,Saving Bank account 1,Food,Ice cream,2 Faluda,80.0,Expense,INR
2018-05-10T00:00:00Z,Saving Bank account 1,Other,,NEFT from Big Share Services,947.0,Income,INR
2018-05-09T00:00:00Z,Cash,subscription,Newspaper,Mata + TOI + ET,12.0,Expense,INR
2018-05-09T00:00:00Z,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR
2018-05-09T00:00:00Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-05-09T00:00:00Z,Credit Card,subscription,Netflix,,199.0,Expense,INR
2018-05-08T00:00:00Z,Cash,Food,Sweets,Kaju katli half kg,500.0,Expense,INR
2018-05-08T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-08T00:00:00Z,Cash,Beauty,grooming,Shaving,50.0,Expense,INR
2018-05-07T00:00:00Z,Credit Card,Household,Toiletries,Handwash container2 + window cleaner,1086.0,Expense,INR
2018-05-07T00:00:00Z,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR
2018-05-07T00:00:00Z,Saving Bank account 1,subscription,Mahanagar Gas,,515.0,Expense,INR
2018-05-07T00:00:00Z,Saving Bank account 1,Food,Lunch,Home Food Delivery,430.0,Expense,INR
2018-05-07T00:00:00Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2018-05-06T00:00:00Z,Saving Bank account 1,Other,,From Family,3000.0,Income,INR
2018-05-05T00:00:00Z,Cash,Family,Pocket money,,600.0,Expense,INR
2018-05-04T00:00:00Z,Cash,Household,Kirana,Supermart,37.0,Expense,INR
2018-05-04T00:00:00Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-03T00:00:00Z,Saving Bank account 1,Food,snacks,Bhaji + vadapav,40.0,Expense,INR
2018-05-02T00:00:00Z,Saving Bank account 1,Food,fruits,Mango 1.5 kg,280.0,Expense,INR
2018-05-01T00:00:00Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-05-01T00:00:00Z,Saving Bank account 1,Health,Medicine,ITone eye drops,43.0,Expense,INR
2018-05-01T00:00:00Z,Saving Bank account 1,Health,Medicine,Refresh Tears Drop,122.0,Expense,INR
2018-05-01T00:00:00Z,Cash,Family,Pocket money,,260.0,Expense,INR
2018-05-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,12500.0,Transfer-Out,INR
2018-05-01T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2018-05-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR
2018-04-30T18:25:28Z,Cash,Food,snacks,6 kachori,72.0,Expense,INR
2018-04-30T18:25:08Z,Cash,Household,Kirana,Supermart,165.0,Expense,INR
2018-04-30T09:56:14Z,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,176.0,Expense,INR
2018-04-30T09:48:34Z,Cash,Food,Biscuits,Toast packet,45.0,Expense,INR
2018-04-30T09:48:07Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-30T06:32:57Z,Cash,Gift,,To Family,500.0,Expense,INR
2018-04-29T18:28:10Z,Saving Bank account 1,Food,beverage,2 sugarcane juice,40.0,Expense,INR
2018-04-29T09:36:56Z,Saving Bank account 1,Salary,,From workplace ,65134.0,Income,INR
2018-04-28T21:03:59Z,Credit Card,Food,Dinner,Home Food Delivery,413.0,Expense,INR
2018-04-28T10:04:35Z,Cash,Family,Pocket money,,500.0,Expense,INR
2018-04-27T18:30:51Z,Cash,Household,Kirana,Supermart,295.0,Expense,INR
2018-04-26T20:44:20Z,Cash,Food,snacks,Noodles packet,30.0,Expense,INR
2018-04-26T20:44:50Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-26T11:30:19Z,Cash,Family,Pocket money,,1000.0,Expense,INR
2018-04-25T18:28:39Z,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-24T22:24:28Z,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-04-23T18:21:36Z,Saving Bank account 1,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-04-23T15:22:30Z,Cash,maid,,,500.0,Expense,INR
2018-04-22T21:03:30Z,Cash,Food,vegetables,,10.0,Expense,INR
2018-04-22T12:35:39Z,Cash,Household,Kirana,Supermart,190.0,Expense,INR
2018-04-22T12:35:28Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-21T23:15:33Z,Cash,Food,Ice cream,Naturals,160.0,Expense,INR
2018-04-21T21:15:07Z,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR
2018-04-20T20:39:57Z,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,70.0,Expense,INR
2018-04-19T20:13:20Z,Cash,Household,Kitchen,flour mill,14.0,Expense,INR
2018-04-19T09:55:08Z,Saving Bank account 1,Food,Eggs,6 eggs,36.0,Expense,INR
2018-04-19T09:54:53Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-17T09:04:44Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-16T22:40:53Z,Saving Bank account 1,Education,Stationary,3 Pens,21.0,Expense,INR
2018-04-16T20:58:57Z,Saving Bank account 1,Apparel,Laundry,clothes ironing,63.0,Expense,INR
2018-04-16T20:55:46Z,Saving Bank account 1,Household,Kirana,Cockroach injection,270.0,Expense,INR
2018-04-16T18:26:44Z,Saving Bank account 1,Household,Kirana,Supermart,265.0,Expense,INR
2018-04-16T18:26:06Z,Credit Card,Household,Kirana,Smart point,450.0,Expense,INR
2018-04-15T19:07:49Z,Cash,Food,snacks,pav Bhaji,70.0,Expense,INR
2018-04-15T19:07:30Z,Cash,Food,Tea,2 cutting chai,20.0,Expense,INR
2018-04-15T19:06:45Z,Credit Card,Household,Kitchen,"Vessels for sugar, coffee and tea",799.0,Expense,INR
2018-04-15T14:40:22Z,Credit Card,Family,makeup,Body mist,525.0,Expense,INR
2018-04-15T14:40:08Z,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR
2018-04-15T14:39:37Z,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-04-15T14:38:43Z,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-14T22:27:04Z,Saving Bank account 1,Household,Kirana,Supermart,107.0,Expense,INR
2018-04-14T22:24:43Z,Saving Bank account 1,Food,Grocery,Pizza base packet 2,40.0,Expense,INR
2018-04-14T06:31:35Z,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-04-14T06:31:14Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-13T20:34:03Z,Cash,Health,Lab Tests,Family Thyroid Test + CBC,700.0,Expense,INR
2018-04-13T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-04-13T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-04-12T00:00:00Z,Credit Card,subscription,Netflix,,199.0,Expense,INR
2018-04-12T00:00:00Z,Cash,Household,Kirana,,112.0,Expense,INR
2018-04-12T00:00:00Z,Cash,Food,snacks,Pattice,20.0,Expense,INR
2018-04-12T00:00:00Z,Cash,Food,Lunch,Catering Service,130.0,Expense,INR
2018-04-10T00:00:00Z,Cash,Food,breakfast,Bread,18.0,Expense,INR
2018-04-10T00:00:00Z,Cash,Food,Lunch,Catering Service,70.0,Expense,INR
2018-04-10T00:00:00Z,Saving Bank account 1,Gift,,farewell contribution,250.0,Expense,INR
2018-04-09T00:00:00Z,Cash,Food,Grocery,Ginger,10.0,Expense,INR
2018-04-09T00:00:00Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-07T00:00:00Z,Credit Card,Household,Kirana,Supermart,1857.0,Expense,INR
2018-04-07T00:00:00Z,Cash,Household,Kirana,Pav kg chana dal,24.0,Expense,INR
2018-04-07T00:00:00Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-04-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2018-04-06T00:00:00Z,Saving Bank account 1,Money transfer,Home,,24500.0,Expense,INR
2018-04-05T00:00:00Z,Cash,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-04-05T00:00:00Z,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-04-05T00:00:00Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-05T00:00:00Z,Cash,Food,Lunch,Catering Service,130.0,Expense,INR
2018-04-03T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,12500.0,Transfer-Out,INR
2018-04-03T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2018-04-02T00:00:00Z,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR
2018-04-02T00:00:00Z,Credit Card,Household,Hardware,Window cleaner,149.0,Expense,INR
2018-04-02T00:00:00Z,Cash,Food,Grocery,Pav kg Lahsoon,24.0,Expense,INR
2018-04-02T00:00:00Z,Cash,Food,curd,Dahi 2 packets,20.0,Expense,INR
2018-04-02T00:00:00Z,Cash,Food,Onions,onion 2 kg,36.0,Expense,INR
2018-04-02T00:00:00Z,Cash,maid,,,2000.0,Expense,INR
2018-04-01T00:00:00Z,Saving Bank account 2,Interest,,interest paid,345.0,Income,INR
2018-04-01T00:00:00Z,Saving Bank account 1,Other,,ATM charge,5.9,Expense,INR
2018-04-01T00:00:00Z,Saving Bank account 1,Other,,ATM charge,24.78,Expense,INR
2018-04-01T00:00:00Z,Saving Bank account 2,Interest,,interest paid,345.15,Income,INR
2018-04-01T00:00:00Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-04-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,10005.9,Expense,INR
2018-03-31T21:39:12Z,Saving Bank account 1,Food,Ice cream,2 chocobar,45.0,Expense,INR
2018-03-31T19:45:07Z,Credit Card,Food,Dinner,Home Food Delivery,244.0,Expense,INR
2018-03-31T14:48:02Z,Saving Bank account 1,Salary,,From workplace ,64636.0,Income,INR
2018-03-31T13:20:18Z,Credit Card,Food,Lunch,Domino's Pizza,419.0,Expense,INR
2018-03-31T11:32:03Z,Saving Bank account 1,Transportation,Bike,Station Parking,10.0,Expense,INR
2018-03-31T07:36:40Z,Saving Bank account 1,Interest,,interest paid,589.0,Income,INR
2018-03-31T07:26:26Z,Cash,Transportation,Train,Place 0 to Sion returns,30.0,Expense,INR
2018-03-30T20:10:12Z,Cash,Food,snacks,1 Panipuri,25.0,Expense,INR
2018-03-30T11:27:41Z,Cash,Food,vegetables,Ginger + green chilli,20.0,Expense,INR
2018-03-30T11:27:33Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-03-29T20:10:25Z,Credit Card,Food,Dinner,At restaurant,1234.0,Expense,INR
2018-03-27T19:58:24Z,Cash,Food,breakfast,Bread,35.0,Expense,INR
2018-03-26T13:05:30Z,Saving Bank account 1,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-03-26T09:55:55Z,Credit Card,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-03-25T22:20:31Z,Saving Bank account 1,Dividend earned on Shares,,Marico Stocks,40.5,Income,INR
2018-03-25T21:14:42Z,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR
2018-03-25T21:14:08Z,Cash,Food,snacks,Popcorn family pack,25.0,Expense,INR
2018-03-25T21:13:44Z,Cash,Food,Tea,2 tea,20.0,Expense,INR
2018-03-25T21:13:19Z,Cash,Food,snacks,2 Frankie,160.0,Expense,INR
2018-03-25T21:12:38Z,Credit Card,Food,snacks,French crossiant,80.0,Expense,INR
2018-03-25T21:12:00Z,Credit Card,Food,Tea,IKEA tea 3,240.0,Expense,INR
2018-03-23T19:48:39Z,Cash,Culture,Books,Finding next Job,100.0,Expense,INR
2018-03-22T22:30:49Z,Saving Bank account 1,Food,flour mill,1 kg Bajari,7.0,Expense,INR
2018-03-22T22:30:20Z,Cash,Food,vegetables,Half kg tomato,15.0,Expense,INR
2018-03-22T20:13:48Z,Saving Bank account 1,Household,Kirana,Supermart,153.0,Expense,INR
2018-03-22T19:31:37Z,Saving Bank account 1,Food,snacks,Pickle,150.0,Expense,INR
2018-03-22T19:31:16Z,Cash,Food,snacks,Potato chips,150.0,Expense,INR
2018-03-22T12:50:18Z,Cash,Food,Rajgira ladu,1 packet,20.0,Expense,INR
2018-03-22T12:47:34Z,Cash,Food,Milk,milk 1lit ,72.0,Expense,INR
2018-03-21T23:13:13Z,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2018-03-21T18:41:45Z,Credit Card,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-03-21T17:26:41Z,Cash,Family,Pocket money,,50.0,Expense,INR
2018-03-20T20:13:08Z,Credit Card,Food,Dinner,2 Fried rice,246.0,Expense,INR
2018-03-20T16:30:07Z,Saving Bank account 2,Other,,,17.0,Expense,INR
2018-03-20T16:26:08Z,Credit Card,Food,snacks,Chicken lollypop 8 pcs,215.75,Expense,INR
2018-03-20T16:15:59Z,Cash,Food,breakfast,Bread,18.0,Expense,INR
2018-03-20T16:15:41Z,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-03-20T16:15:16Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-18T20:40:33Z,Cash,Transportation,Bike,Station Parking,10.0,Expense,INR
2018-03-18T18:57:34Z,Cash,Food,snacks,Dabeli,15.0,Expense,INR
2018-03-18T18:47:54Z,Credit Card,Family,clothes,Trouser,799.0,Expense,INR
2018-03-18T18:41:33Z,Credit Card,Family,clothes,Belt + bow,498.0,Expense,INR
2018-03-18T17:16:44Z,Cash,Food,snacks,Papad packet,50.0,Expense,INR
2018-03-18T17:16:27Z,Cash,Food,snacks,1 Panipuri,30.0,Expense,INR
2018-03-18T17:16:09Z,Cash,Food,Tea,cutting chai,10.0,Expense,INR
2018-03-18T16:16:21Z,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2018-03-17T22:50:45Z,Cash,Food,Lunch,Catering Service,30.0,Expense,INR
2018-03-17T13:13:18Z,Saving Bank account 1,Food,Milk,Half lit  milk,37.0,Expense,INR
2018-03-15T16:27:45Z,Cash,Food,Lunch,Catering Service,60.0,Expense,INR
2018-03-15T16:27:45Z,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-14T21:39:40Z,Cash,Household,Kirana,Mayonnaise + cheese cubes,140.0,Expense,INR
2018-03-14T21:38:13Z,Cash,Food,Onions,onion 2 kg,40.0,Expense,INR
2018-03-14T06:04:18Z,Credit Card,Food,Dinner,Domino's Pizza,578.0,Expense,INR
2018-03-14T06:03:35Z,Share Market Trading,Saving Bank account 1,,Unused funds,42.88,Transfer-Out,INR
2018-03-13T12:39:40Z,Cash,Family,Pocket money,,480.0,Expense,INR
2018-03-13T09:27:56Z,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-13T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-03-13T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-03-12T00:00:00Z,Saving Bank account 1,Transportation,train,2 Place 3 to Place 2 : Sevagram express 3AC,1293.0,Expense,INR
2018-03-10T00:00:00Z,Cash,Household,Hardware,Mosquito Racket,300.0,Expense,INR
2018-03-10T00:00:00Z,Cash,Health,Health,All out refill,77.0,Expense,INR
2018-03-10T00:00:00Z,Cash,Food,Milk,1 lit ,72.0,Expense,INR
2018-03-10T00:00:00Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-08T00:00:00Z,Saving Bank account 1,Apparel,Laundry,clothes ironing,91.0,Expense,INR
2018-03-08T00:00:00Z,Cash,Food,Bread,Flatbread 12 pcs,40.0,Expense,INR
2018-03-08T00:00:00Z,Cash,Petty cash,,From Family,500.0,Income,INR
2018-03-08T00:00:00Z,Saving Bank account 1,subscription,Mahanagar Gas,,540.0,Expense,INR
2018-03-08T00:00:00Z,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-03-08T00:00:00Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-08T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2018-03-07T00:00:00Z,Saving Bank account 1,Festivals,Holi,Holi Tip to cleaner,20.0,Expense,INR
2018-03-07T00:00:00Z,Saving Bank account 1,Food,snacks,2 Vadapav,30.0,Expense,INR
2018-03-06T00:00:00Z,Cash,Health,Medicine,Thyroid Tablets,172.0,Expense,INR
2018-03-06T00:00:00Z,Cash,Health,Medicine,5 Meftal spas,22.0,Expense,INR
2018-03-06T00:00:00Z,Saving Bank account 1,Education,Stationary,Xerox,4.0,Expense,INR
2018-03-06T00:00:00Z,Saving Bank account 1,Petty cash,,From Family,3500.0,Income,INR
2018-03-06T00:00:00Z,Cash,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-06T00:00:00Z,Credit Card,Documents,Courier,Aadhar PUC card delivery,50.0,Expense,INR
2018-03-06T00:00:00Z,Cash,Family,Pocket money,,50.0,Expense,INR
2018-03-05T00:00:00Z,Cash,Food,Ice cream,chocobar,20.0,Expense,INR
2018-03-05T00:00:00Z,Saving Bank account 1,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR
2018-03-05T00:00:00Z,Credit Card,Household,Kirana,Supermart,1357.0,Expense,INR
2018-03-05T00:00:00Z,Credit Card,Household,Kirana,Smart point,972.0,Expense,INR
2018-03-05T00:00:00Z,Saving Bank account 1,Other,,blanket sewing,10.0,Expense,INR
2018-03-04T00:00:00Z,Cash,Family,Pocket money,,450.0,Expense,INR
2018-03-04T00:00:00Z,Cash,Food,Lunch,Catering Service,130.0,Expense,INR
2018-03-03T00:00:00Z,Saving Bank account 1,Dividend earned on Shares,,ITC Stocks,78.0,Income,INR
2018-03-03T00:00:00Z,Saving Bank account 1,Food,Milk,Half lit  milk,36.0,Expense,INR
2018-03-02T00:00:00Z,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
2018-03-01T00:00:00Z,Credit Card,Food,Dinner,Domino's Pizza,189.0,Expense,INR
2018-03-01T00:00:00Z,Cash,Food,Eggs,6 eggs,36.0,Expense,INR
2018-03-01T00:00:00Z,Saving Bank account 1,Public Provident Fund,,,10000.0,Transfer-Out,INR
2018-03-01T00:00:00Z,Equity Mutual Fund B,Saving Bank account 1,,,2000.0,Transfer-Out,INR
2018-03-01T00:00:00Z,Saving Bank account 1,Money transfer,Home,,10000.0,Expense,INR
2018-02-28T20:32:55Z,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-02-28T20:31:38Z,Saving Bank account 1,Food,Milk,Half lit Varna milk,36.0,Expense,INR
2018-02-28T20:31:10Z,Credit Card,Food,Onions,onion 1 kg,30.0,Expense,INR
2018-02-28T20:29:59Z,Credit Card,Food,Potato,potato 1kg,18.0,Expense,INR
2018-02-28T14:52:04Z,Saving Bank account 1,Salary,,From workplace ,64556.0,Income,INR
2018-02-27T19:44:34Z,Credit Card,Household,Kirana,Idli pith 1kg,38.0,Expense,INR
2018-02-27T13:21:31Z,Cash,Food,Lunch,5 chapati,30.0,Expense,INR
2018-02-26T22:48:53Z,Saving Bank account 1,Food,Milk,1 lit ,73.0,Expense,INR
2018-02-26T19:32:22Z,Saving Bank account 1,Household,Toiletries,Mirror repair,140.0,Expense,INR
2018-02-26T18:25:59Z,Credit Card,Transportation,Bike,First servicing,443.0,Expense,INR
2018-02-26T12:41:33Z,Saving Bank account 1,Food,beverage,chaas,17.0,Expense,INR
2018-02-24T20:02:05Z,Saving Bank account 1,Food,Bread,Flatbread 12 pcs,40.0,Expense,INR
2018-02-23T22:34:02Z,Cash,Health,Medicine,Refresh Tears Drop,128.0,Expense,INR
2018-02-23T07:02:54Z,Saving Bank account 1,Food,Rajgira ladu,1 packet,20.0,Expense,INR
2018-02-23T06:59:56Z,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR
2018-02-22T23:45:17Z,Saving Bank account 1,subscription,Tata Sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR
2018-02-22T20:39:03Z,Saving Bank account 1,Food,beverage,Limca,20.0,Expense,INR
2018-02-22T20:38:20Z,Saving Bank account 1,Food,Onions,onion 1 kg,20.0,Expense,INR
2018-02-22T19:19:32Z,Saving Bank account 1,Food,Lunch,Catering Service,192.0,Expense,INR
2018-02-22T00:00:00Z,Saving Bank account 1,Life Insurance,,,11043.0,Transfer-Out,INR
2018-02-20T21:42:59Z,Saving Bank account 1,Household,Appliances,Kitchen fan + installation+ repair,2600.0,Expense,INR
2018-02-19T22:15:12Z,Saving Bank account 1,Petty cash,,From Family,170.0,Income,INR
2018-02-19T22:15:12Z,Saving Bank account 1,Beauty,grooming,hair cut+shaving,170.0,Expense,INR
2018-02-19T09:47:24Z,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR
2018-02-19T09:47:14Z,Saving Bank account 1,Food,snacks,2 kachori,24.0,Expense,INR
2018-02-17T23:12:28Z,Credit Card,Food,Dinner,BBQ,1783.0,Expense,INR
2018-02-17T23:10:32Z,Credit Card,Family,clothes,,3598.0,Expense,INR
2018-02-17T19:27:16Z,Cash,Transportation,Bike,Mall parking,20.0,Expense,INR
2018-02-17T19:26:45Z,Cash,Food,Lunch,5 chapati,30.0,Expense,INR
2018-02-16T08:44:18Z,Saving Bank account 1,Food,snacks,banana chips,45.0,Expense,INR
2018-02-16T08:41:51Z,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
2018-02-16T08:41:33Z,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR
2018-02-15T19:48:20Z,Saving Bank account 1,Food,Ice cream,chocobar,35.0,Expense,INR
2018-02-15T19:47:54Z,Saving Bank account 1,Food,Grocery,Half kg tomato + methi 1 judi,30.0,Expense,INR
2018-02-15T19:46:43Z,Credit Card,Household,Kirana,Supermart,117.0,Expense,INR
2018-02-14T19:12:16Z,Saving Bank account 1,Food,snacks,1 chicken shawarma,60.0,Expense,INR
2018-02-13T20:24:24Z,Credit Card,Food,Potato,potato 1kg,25.0,Expense,INR
2018-02-13T20:23:23Z,Saving Bank account 1,Food,Bread,Bread,35.0,Expense,INR
2018-02-13T20:22:43Z,Saving Bank account 1,Food,Grocery,Amul cheese,72.0,Expense,INR
2018-02-13T06:58:06Z,Saving Bank account 1,Food,Milk,1 lit ,72.0,Expense,INR
2018-02-13T00:00:00Z,Saving Bank account 1,Small Cap fund 2,,,5000.0,Transfer-Out,INR
2018-02-13T00:00:00Z,Saving Bank account 1,Small cap fund 1,,,5000.0,Transfer-Out,INR
2018-02-12T00:00:00Z,Saving Bank account 1,Food,Eggs,6 eggs,36.0,Expense,INR
2018-02-12T00:00:00Z,Saving Bank account 1,Food,curd,3 packets,30.0,Expense,INR
2018-02-12T00:00:00Z,Cash,Food,flour mill,M D sure 3kg atta,162.0,Expense,INR
2018-02-11T00:00:00Z,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2018-02-11T00:00:00Z,Cash,Food,Dinner,pav Bhaji,235.0,Expense,INR
2018-02-11T00:00:00Z,Cash,Food,snacks,Vadapav,15.0,Expense,INR
2018-02-11T00:00:00Z,Cash,Transportation,Train,Place 0 to Place 3 returns,40.0,Expense,INR
2018-02-11T00:00:00Z,Cash,Transportation,auto,Current Residence to Place 0,15.0,Expense,INR
2018-02-10T00:00:00Z,Saving Bank account 1,Share Market,,,4825.0,Transfer-Out,INR
2018-02-10T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-02-09T00:00:00Z,Saving Bank account 1,Apparel,Laundry,clothes ironing,98.0,Expense,INR
2018-02-08T00:00:00Z,Saving Bank account 1,Food,snacks,Shev Puri,35.0,Expense,INR
2018-02-08T00:00:00Z,Saving Bank account 1,Food,Onions,onion 1 kg,25.0,Expense,INR
2018-02-08T00:00:00Z,Saving Bank account 1,Food,Milk,1 lit ,69.0,Expense,INR
2018-02-07T00:00:00Z,Saving Bank account 1,Equity Mutual Fund E,,,1000.0,Transfer-Out,INR
2018-02-06T00:00:00Z,Credit Card,Culture,Movie,2 PVR Place 6,312.0,Expense,INR
2018-02-05T00:00:00Z,Cash,Family,Pocket money,,500.0,Expense,INR
2018-02-05T00:00:00Z,Saving Bank account 1,Food,Grocery,Raw chicken half kg,220.0,Expense,INR
2018-02-05T00:00:00Z,Saving Bank account 1,Food,Biscuits,Khari packet,45.0,Expense,INR
